Predicted Power,Actual Power,Error,Absolute Error,Relative Error (%),Timestamp
278.54213339948484,339.3,60.75786660051517,60.75786660051517,17.90682776318811,2025/3/26 19:45
279.6934434595112,337.31,57.61655654048883,57.61655654048883,17.08118838471191,2025/3/26 20:00
283.7268654908473,325.03,41.3031345091527,41.3031345091527,12.707483773540904,2025/3/26 20:15
278.575668029811,325.9,47.32433197018895,47.32433197018895,14.521120579986018,2025/3/26 20:30
278.95199511583473,327.21,48.258004884165246,48.258004884165246,14.748328255294918,2025/3/26 20:45
277.2665498362688,328.1,50.83345016373124,50.83345016373124,15.493279537859111,2025/3/26 21:00
278.93572987516654,314.99,36.054270124833465,36.054270124833465,11.44616340989302,2025/3/26 21:15
283.41408787322825,313.67,30.25591212677176,30.25591212677176,9.645778087404636,2025/3/26 21:30
276.67964794965945,310.04,33.360352050340566,33.360352050340566,10.760015498106632,2025/3/26 21:45
272.9114877467974,306.78,33.8685122532026,33.8685122532026,11.040000082531964,2025/3/26 22:00
277.3437290107206,312.5,35.15627098927939,35.15627098927939,11.250006716565805,2025/3/26 22:15
275.32076162046684,317.46,42.13923837953314,42.13923837953314,13.273873363422124,2025/3/26 22:30
279.22966519329026,315.34,36.11033480670972,36.11033480670972,11.451238284612884,2025/3/26 22:45
274.3340751337844,317.4,43.0659248662156,43.0659248662156,13.56834431827411,2025/3/26 23:00
286.3027117032706,315.22,28.917288296729453,28.917288296729453,9.173684505018803,2025/3/26 23:15
291.3021545449398,317.26,25.95784545506018,25.95784545506018,8.181884087200403,2025/3/26 23:30
292.9485739027312,314.5,21.5514260972688,21.5514260972688,6.852599712960875,2025/3/26 23:45
293.17984002813955,318.25,25.07015997186045,25.07015997186045,7.877505097204264,2025/3/27 0:00
298.1191809572602,322.2,24.08081904273979,24.08081904273979,7.473873073473718,2025/3/27 0:15
298.4871209077348,321.13,22.64287909226522,22.64287909226522,7.05100086951022,2025/3/27 0:30
302.09994758339576,319.74,17.64005241660425,17.64005241660425,5.516998941827338,2025/3/27 0:45
298.90303544049885,321.13,22.22696455950114,22.22696455950114,6.921484931178719,2025/3/27 1:00
300.7722272565905,320.34,19.56777274340948,19.56777274340948,6.1084387661245465,2025/3/27 1:15
303.5490919564224,320.58,17.030908043577654,17.030908043577654,5.31252980334779,2025/3/27 1:30
301.6375633289388,319.17,17.532436671061248,17.532436671061248,5.493134276735205,2025/3/27 1:45
302.92868949115694,318.6,15.671310508843078,15.671310508843078,4.918804302836835,2025/3/27 2:00
302.7785115663769,317.01,14.2314884336231,14.2314884336231,4.489286910071799,2025/3/27 2:15
297.40278394868943,320.55,23.14721605131058,23.14721605131058,7.221093761130357,2025/3/27 2:30
293.8108827741684,321.06,27.24911722583164,27.24911722583164,8.487235166580438,2025/3/27 2:45
295.8962034270892,319.03,23.1337965729108,23.1337965729108,7.251291907627354,2025/3/27 3:00
290.190505864732,318.48,28.289494135268058,28.289494135268058,8.882659550131617,2025/3/27 3:15
290.829341606237,321.47,30.640658393763037,30.640658393763037,9.531420783822284,2025/3/27 3:30
288.3014062722772,321.24,32.93859372772283,32.93859372772283,10.253577925449068,2025/3/27 3:45
291.5985320179903,318.47,26.871467982009733,26.871467982009733,8.43767638458922,2025/3/27 4:00
291.58107436098504,319.1,27.51892563901498,27.51892563901498,8.623919034473944,2025/3/27 4:15
292.32192291526644,319.23,26.908077084733577,26.908077084733577,8.42905650619464,2025/3/27 4:30
292.9032483593081,319.46,26.556751640691857,26.556751640691857,8.313013097315327,2025/3/27 4:45
291.28732137400226,318.84,27.552678625997714,27.552678625997714,8.6415376445832,2025/3/27 5:00
288.68677121091616,317.43,28.743228789083844,28.743228789083844,9.054981819322304,2025/3/27 5:15
293.0048594038386,320.01,27.005140596161368,27.005140596161368,8.438842722462713,2025/3/27 5:30
293.74338028883494,320.76,27.01661971116505,27.01661971116505,8.422689771529065,2025/3/27 5:45
293.74338028883494,320.3,26.55661971116507,26.55661971116507,8.291170687217226,2025/3/27 6:00
293.85630235843405,321.13,27.273697641565946,27.273697641565946,8.493039467367563,2025/3/27 6:15
294.80546891043565,319.87,25.064531089564355,25.064531089564355,7.83584927925611,2025/3/27 6:30
294.80546891043565,317.57,22.764531089564343,22.764531089564343,7.168350628068512,2025/3/27 6:45
298.7882745131934,343.63,44.84172548680658,44.84172548680658,13.049421030408734,2025/3/27 7:00
301.1158341574998,317.28,16.164165842500154,16.164165842500154,5.094605976580642,2025/3/27 7:15
301.1158341574998,316.45,15.33416584250017,15.33416584250017,4.845683628533836,2025/3/27 7:30
301.1158341574998,320.41,19.29416584250021,19.29416584250021,6.021711507909923,2025/3/27 7:45
300.10797112254323,321.25,21.142028877456767,21.142028877456767,6.581176304264649,2025/3/27 8:00
301.9322773593432,319.3,17.367722640656837,17.367722640656837,5.439311819809395,2025/3/27 8:15
302.17136536689424,307.78,5.608634633105737,5.608634633105737,1.8222869039911351,2025/3/27 8:30
299.2148294668033,301.58,2.365170533196704,2.365170533196704,0.7842597430850586,2025/3/27 8:45
296.44430318869496,300.1,3.655696811305063,3.655696811305063,1.21815955058442,2025/3/27 9:00
297.3389834041674,299.05,1.711016595832632,1.711016595832632,0.5721506757505634,2025/3/27 9:15
298.22100674779847,297.46,-0.7610067477984899,0.7610067477984899,0.2558349854764453,2025/3/27 9:30
288.9777316275708,293.48,4.502268372429228,4.502268372429228,1.534097169288433,2025/3/27 9:45
285.53264060558496,298.01,12.477359394415032,12.477359394415032,4.186892854068939,2025/3/27 10:00
285.3382911935663,294.39,9.05170880643368,9.05170880643368,3.074733790696221,2025/3/27 10:15
287.7156222654397,287.22,-0.4956222654396924,0.4956222654396924,0.1725584100826961,2025/3/27 10:30
280.04793197401995,291.81,11.762068025980057,11.762068025980057,4.030728222465312,2025/3/27 10:45
279.031557145691,296.99,17.958442854309,17.958442854309,6.046817352201405,2025/3/27 11:00
275.39233024610223,311.39,35.99766975389775,35.99766975389775,11.560316565684897,2025/3/27 11:15
265.06721550250387,307.81,42.74278449749613,42.74278449749613,13.88609353090616,2025/3/27 11:30
261.09372308740086,311.41,50.316276912599164,50.316276912599164,16.157566202942427,2025/3/27 11:45
256.7348530979446,313.35,56.615146902055415,56.615146902055415,18.067702856881237,2025/3/27 12:00
251.8933222586775,312.5,60.6066777413225,60.6066777413225,19.394136877216997,2025/3/27 12:15
251.67576639739227,322.64,70.96423360260772,70.96423360260772,21.994865361575048,2025/3/27 12:30
